login,followers,max_stars,max_forks,account_age,agent_activity_span_days,agent_diversity,agentic_repo_breadth,collab_breadth,5yr_public_commits,5yr_private_work,5yr_reviews_given,5yr_prs_opened
dobler1988,0.0,0.0,0.0,1.0,0,1,1,0,3,0,0,1
dataprecision,0.0,0.0,0.0,9.0,4,1,2,1,3,0,0,5
abuzuhri,48.0,236.0,211.0,13.0,2,1,1,1,931,5433,127,49
radhika-athenian,0.0,0.0,0.0,1.0,11,1,3,1,129,0,0,31
koyama0318,2.0,0.0,0.0,7.0,0,1,1,0,236,1308,0,48
transphorm,98.0,0.0,0.0,18.0,37,1,1,11,562,903,154,523
thenarrowgate,0.0,0.0,0.0,3.0,44,1,1,0,0,0,0,0
AquilaAscension,0.0,0.0,0.0,4.0,0,1,1,0,53,0,0,2
maxlitvinov93,0.0,0.0,0.0,6.0,0,1,1,0,3,0,0,1
alexander-bauer-xr,0.0,0.0,0.0,6.0,1,1,1,0,127,0,0,15
bnishit,0.0,0.0,0.0,9.0,31,1,2,1,42,69,0,16
AkiEvansDev,0.0,0.0,0.0,8.0,34,1,2,0,444,0,0,24
jpantsjoha,8.0,6.0,6.0,9.0,55,2,1,3,54,440,2,34
chaniniz,0.0,0.0,0.0,1.0,12,1,2,1,61,0,0,29
Akzuwo,1.0,0.0,0.0,2.0,13,1,4,0,650,263,0,246
TesterSim2,0.0,0.0,0.0,3.0,24,1,4,0,147,0,1,36
praveen2288,3.0,0.0,0.0,13.0,8,1,1,0,18,0,0,10
mateuszmigas,16.0,167.0,6.0,7.0,0,1,1,3,1490,2185,0,52
denidandeni,0.0,0.0,0.0,12.0,19,1,1,0,82,0,0,6
Vital388,0.0,1.0,0.0,11.0,0,1,1,0,8,0,0,2
ZachMcCool,0.0,0.0,0.0,4.0,16,1,1,0,151,0,1,10
JuanERombado,0.0,0.0,0.0,9.0,0,1,1,7,283,0,0,9
Shar1q-codes,2.0,0.0,0.0,6.0,12,1,2,1,453,0,4,11
YeongJun-Jeon,0.0,0.0,0.0,4.0,21,1,1,1,22,0,0,22
mariaandreealavric,0.0,0.0,0.0,2.0,12,1,1,1,90,0,0,25
sarshenm,0.0,0.0,0.0,3.0,0,1,1,0,6,0,0,5
VictorVVedtion,0.0,0.0,0.0,3.0,4,1,1,6,19,0,0,0
sysantonio,0.0,0.0,0.0,11.0,5,1,2,5,822,0,0,331
kdosiodjinud,16.0,0.0,0.0,13.0,0,1,1,0,247,2513,5,10
kevon-vems,1.0,0.0,0.0,3.0,24,1,2,1,0,0,0,0
wzfukui,5.0,0.0,0.0,3.0,10,1,1,8,498,0,1,138
ak2i,9.0,1.0,0.0,16.0,58,1,2,1,159,0,17,58
bogdan-lmk,2.0,0.0,0.0,10.0,13,1,5,0,13,0,0,0
rmuenste,1.0,0.0,0.0,15.0,41,1,3,0,52,28,0,25
richardpauldev,1.0,0.0,0.0,10.0,21,1,2,1,108,0,0,19
lianqiao12745,0.0,0.0,0.0,1.0,15,1,1,0,9,0,0,11
ga-mi-keke,0.0,0.0,0.0,2.0,0,1,1,0,133,0,0,34
nix647,0.0,0.0,0.0,3.0,2,1,1,0,4,0,0,2
SuperSonicSites,0.0,0.0,0.0,6.0,4,1,2,1,1603,0,0,16
aeobrien,0.0,0.0,0.0,4.0,0,1,1,0,220,0,0,18
Camilocg35,0.0,0.0,0.0,1.0,0,1,1,0,33,15,0,6
Thalles2811,0.0,0.0,0.0,1.0,0,1,1,0,8,0,0,3
arthuraleite,0.0,0.0,0.0,7.0,0,1,1,0,48,0,0,14
zpirzada,0.0,0.0,0.0,7.0,0,1,1,0,177,0,0,3
KoriKosmos,2.0,0.0,0.0,5.0,15,1,1,2,603,225,1,97
shalnoypatron1331,0.0,0.0,0.0,1.0,1,1,1,0,47,0,0,23
fontanierh,25.0,0.0,0.0,11.0,0,1,1,3,2344,2395,1930,2070
Remlagret-se,0.0,0.0,0.0,1.0,0,1,1,1,6,0,0,3
FacundoSpreafico,3.0,0.0,0.0,3.0,0,1,1,1,130,0,0,3
bjarkehs,22.0,0.0,0.0,14.0,13,1,2,3,852,12178,34,130
MFaizanZ,0.0,0.0,0.0,3.0,0,1,1,1,4,0,0,0
SepyMovasat,5.0,0.0,0.0,5.0,1,1,1,3,28,197,0,0
JimmyUA,3.0,0.0,0.0,9.0,5,1,1,0,44,0,0,29
MaximeRivest,68.0,230.0,14.0,11.0,8,1,2,20,618,0,3,20
isnpiring-impact,0.0,0.0,0.0,2.0,32,1,1,0,4,0,0,3
CrownedRazberry,0.0,0.0,0.0,6.0,1,1,1,0,37,0,0,13
JCASTANO,29.0,2.0,0.0,11.0,30,1,2,0,136,0,0,5
nikolaiborbe,6.0,0.0,0.0,4.0,3,1,1,3,916,124,0,17
Eccentric-jamaican,0.0,0.0,0.0,1.0,0,1,1,0,86,0,0,15
thumer,3.0,0.0,0.0,12.0,64,1,4,2,251,0,3,78
s-zankalony,83.0,0.0,0.0,8.0,0,1,1,0,552,1588,0,43
anassbellache,0.0,0.0,0.0,6.0,37,1,2,0,42,0,0,48
SorryForMyEnglish,0.0,0.0,0.0,1.0,18,1,1,1,37,0,0,17
jayheavner,0.0,0.0,0.0,13.0,1,1,1,0,86,0,0,20
mkonefal2,1.0,0.0,0.0,5.0,41,1,3,0,213,0,0,28
lkraav,113.0,0.0,0.0,17.0,0,1,1,19,33,3223,132,27
nikkhilpareek,12.0,1.0,0.0,4.0,0,1,1,6,363,577,1,5
lukemurraynz,441.0,1612.0,328.0,10.0,0,1,1,18,6238,2168,18,427
Livi-maker,9.0,0.0,1.0,2.0,0,1,1,2,281,27,0,28
athipan1,0.0,1.0,0.0,2.0,1,1,2,0,957,0,2,223
adrianhasse,1.0,0.0,0.0,9.0,0,1,1,2,40,0,2,20
MiningIrving,0.0,0.0,0.0,6.0,0,1,1,2,11,0,0,1
alirezamika,254.0,6867.0,716.0,10.0,0,1,1,0,21,0,0,4
DeyvidJesus,15.0,0.0,0.0,5.0,5,1,2,0,1021,1121,0,64
FacundoLuna16,1.0,0.0,0.0,6.0,3,1,1,0,422,0,0,38
mcnugit,5.0,1.0,0.0,13.0,5,1,3,0,25,0,0,13
IskraCodes,0.0,0.0,0.0,4.0,0,1,1,0,19,0,0,6
xentristech,0.0,0.0,0.0,1.0,0,1,1,0,19,0,0,7
Crumflight,0.0,0.0,0.0,2.0,0,1,1,0,0,0,0,1
AlbertoMasr,5.0,0.0,0.0,6.0,0,1,1,0,125,0,1,3
AI-IAN,0.0,0.0,0.0,1.0,0,1,1,1,7,0,0,7
marlo1337,0.0,0.0,0.0,1.0,0,1,1,0,27,0,0,14
tacticsiege,8.0,0.0,0.0,13.0,8,1,1,0,22,0,0,7
geritwagner,29.0,0.0,0.0,13.0,12,1,6,29,2928,708,8,309
dewolixgit,2.0,0.0,0.0,6.0,7,1,1,1,388,228,49,60
NidhiChoudhary7,5.0,0.0,1.0,6.0,2,1,1,0,92,0,0,9
kdbock,0.0,0.0,0.0,2.0,0,1,1,0,6,0,0,1
gafszap,0.0,0.0,0.0,2.0,0,1,1,0,8,0,0,5
LeHuyTuong,5.0,4.0,0.0,6.0,1,1,3,0,719,176,0,226
wbell2000,0.0,0.0,0.0,6.0,0,1,1,0,84,0,0,20
bogdannnnnnnn,5.0,0.0,1.0,6.0,0,1,1,1,61,0,0,11
clarkFist,0.0,1.0,0.0,3.0,20,1,2,0,155,0,0,76
Demothedread,0.0,0.0,0.0,4.0,53,1,2,0,911,0,2,43
raph714,6.0,0.0,0.0,14.0,14,1,1,4,139,0,0,39
GavinTunnell,0.0,0.0,0.0,1.0,0,1,1,1,88,0,0,13
leonardsellem,21.0,1041.0,164.0,14.0,21,2,2,8,302,5317,0,42
0zzyy,0.0,1.0,0.0,6.0,26,1,7,0,76,0,0,15
ratovia,25.0,0.0,0.0,11.0,10,1,2,0,404,7680,0,28
okz,4.0,0.0,0.0,13.0,8,1,1,0,1,0,0,1
AetherCoded,1.0,0.0,0.0,12.0,1,1,1,0,88,0,0,6
mr-tanta,15.0,0.0,0.0,5.0,0,1,1,1,228,6511,2,12
JackyeC,0.0,0.0,0.0,13.0,21,1,1,0,106,0,0,6
ankitpoudel1,6.0,0.0,0.0,9.0,0,1,1,0,57,1069,0,1
czpavsed,0.0,0.0,0.0,2.0,0,1,1,1,5,0,0,3
rcrades,0.0,0.0,0.0,13.0,0,1,1,2,163,395,0,17
Toroid153846,0.0,0.0,0.0,4.0,0,1,1,0,187,0,0,5
ChFxPro,0.0,0.0,0.0,4.0,31,1,3,0,88,0,0,27
Matgig-ai,0.0,0.0,0.0,2.0,0,1,1,0,77,0,0,1
Yoko5566,0.0,0.0,0.0,5.0,0,1,1,0,0,0,0,0
Xramas,9.0,1.0,0.0,4.0,44,1,2,0,2,0,0,0
OniJoshin,1.0,0.0,0.0,8.0,1,1,2,0,2,245,0,0
msamunetogetoge,3.0,0.0,0.0,7.0,2,1,2,0,526,641,1,110
Jokekill,3.0,0.0,0.0,9.0,0,1,1,0,204,0,2,10
Scobber,2.0,0.0,0.0,13.0,27,1,3,3,89,0,0,57
piopratama,4.0,1.0,0.0,12.0,0,1,2,0,107,0,0,2
futoshi-futami,5.0,0.0,0.0,10.0,0,1,1,0,3,0,0,6
gonzajim,2.0,0.0,0.0,16.0,19,1,1,0,217,0,2,12
jamesondh,39.0,0.0,0.0,13.0,1,1,1,1,997,3063,34,99
animeing,1.0,0.0,0.0,10.0,40,1,1,0,925,0,0,60
babydjac,2.0,1.0,1.0,3.0,0,1,2,3,108,0,0,18
tapnicom,0.0,0.0,0.0,3.0,2,1,2,2,2,0,0,11
hozansahin,26.0,0.0,0.0,7.0,0,1,1,2,15,12,1,8
frankxai,3.0,1.0,0.0,3.0,5,1,4,14,169,239,1,37
d-p-harms,1.0,0.0,0.0,3.0,0,1,2,0,82,0,0,1
detyse,1.0,0.0,0.0,9.0,20,1,2,2,114,0,0,9
no-c-123,0.0,0.0,0.0,3.0,0,1,1,5,164,17,0,8
Foysal87,65.0,0.0,0.0,9.0,0,1,1,1,72,51,1,9
chan-ok,6.0,0.0,0.0,4.0,14,2,2,0,718,836,7,77
siberkolosis,0.0,0.0,0.0,6.0,0,1,1,2,1,0,0,3
jonathanhatch,1.0,0.0,0.0,8.0,0,1,1,1,10,0,0,1
haggisswap,1.0,0.0,0.0,4.0,0,1,1,0,81,0,0,23
aweuve,0.0,0.0,0.0,1.0,0,1,1,0,0,0,0,0
adnrewc,0.0,0.0,0.0,1.0,1,1,1,0,7,0,0,1
MrGoodTimeBigBoy,1.0,0.0,0.0,5.0,0,1,1,0,53,0,0,3
MauricioTeruel98,7.0,0.0,0.0,5.0,0,1,1,0,1266,0,0,116
sajadaljbouri1-tech,0.0,0.0,0.0,1.0,0,1,1,0,19,0,0,2
jasonethicseo,0.0,0.0,0.0,2.0,0,1,1,0,18,0,0,14
drdavedqp,0.0,0.0,0.0,2.0,0,1,1,1,1,0,0,10
ameibrahim,16.0,0.0,0.0,8.0,0,1,1,12,403,568,1,31
ianmgdev,0.0,0.0,0.0,4.0,0,1,1,0,156,187,0,1
pclarkiv,2.0,0.0,0.0,6.0,0,1,1,0,128,0,0,5
vwcamper77,0.0,0.0,0.0,10.0,0,1,1,0,369,0,0,14
ho9036,4.0,0.0,0.0,9.0,0,1,1,0,22,0,0,4
brandongraves08,7.0,0.0,0.0,11.0,1,1,1,1,219,15,0,11
kzmyvr,10.0,0.0,0.0,13.0,22,2,2,1,0,4443,0,2
yamat247,0.0,0.0,0.0,1.0,33,1,2,0,65,0,0,7
coderedlab,0.0,0.0,0.0,1.0,0,1,1,1,0,0,0,7
ucok-hub,5.0,0.0,0.0,7.0,0,1,2,3,94,38,0,12
janith-rathanyaka,3.0,0.0,0.0,6.0,0,1,1,4,242,158,0,7
diaasabbagh,0.0,0.0,0.0,8.0,0,1,1,1,29,0,0,4
cajacko,13.0,0.0,0.0,11.0,30,1,1,0,188,6014,0,21
mariotoffia,22.0,1365.0,100.0,14.0,2,1,1,2,903,0,3,43
edwardemoryphotography,1.0,1.0,0.0,5.0,31,1,1,0,40,98,0,1
andrewdkennedy1,0.0,0.0,0.0,9.0,3,1,2,1,257,4569,0,27
NeonN3mesis,8.0,0.0,0.0,3.0,1,1,1,0,154,0,0,27
sfn101,7.0,0.0,0.0,8.0,0,1,2,5,225,0,0,12
0xA9UA,0.0,0.0,0.0,8.0,55,1,3,0,29,0,0,11
merlinfachetti,0.0,0.0,0.0,11.0,0,1,1,0,0,0,0,0
chrisbigart,0.0,0.0,0.0,10.0,0,1,1,0,11,0,0,10
1aeo,0.0,2.0,0.0,1.0,45,2,1,0,1760,0,0,146
TheStarkster,21.0,0.0,0.0,8.0,1,1,1,0,0,296,0,9
behnamb2,0.0,0.0,0.0,3.0,0,1,1,0,0,0,0,0
mpaulucci,44.0,0.0,0.0,15.0,6,1,2,12,434,0,1280,378
SpencerOs,0.0,0.0,1.0,12.0,0,1,1,0,116,1279,0,7
ALI1111111111,2.0,0.0,0.0,7.0,8,1,2,0,207,534,0,20
xogusrns123,1.0,0.0,0.0,5.0,0,1,1,0,48,0,0,7
officerdwn,2.0,2.0,0.0,3.0,1,1,2,0,19,0,0,0
antontranelis,13.0,0.0,0.0,9.0,15,1,2,26,2665,18,161,213
tonymeehan,15.0,0.0,0.0,10.0,2,1,3,9,411,6604,77,122
Uli-Neu,0.0,0.0,0.0,1.0,3,1,1,0,0,0,0,0
binyaminMAKONEN,14.0,2.0,0.0,4.0,0,1,1,0,305,0,0,37
kakahu2015,0.0,0.0,0.0,10.0,0,1,1,3,179,9,0,20
gomesrocha,89.0,0.0,0.0,13.0,0,1,1,1,605,174,2,130
Roadhoar,0.0,0.0,0.0,1.0,0,1,1,0,39,0,0,1
joe-broadhead,3.0,5.0,1.0,5.0,1,1,1,0,53,0,22,13
ameya44,0.0,0.0,0.0,12.0,1,1,1,1,9,0,1,7
zxTyphoon,5.0,0.0,0.0,4.0,0,1,1,1,320,0,5,47
kvalencee,4.0,0.0,0.0,2.0,2,1,1,3,216,0,0,5
derrickquinn,1.0,0.0,0.0,7.0,0,1,1,2,120,647,1,12
yalcinme,0.0,0.0,0.0,1.0,0,1,1,0,0,37,0,0
haripery,8.0,0.0,0.0,10.0,0,1,1,0,19,19,0,7
ruicc,28.0,0.0,0.0,15.0,0,1,1,3,43,0,39,13
claudiojunior-me,11.0,0.0,0.0,14.0,6,1,1,1,94,465,0,22
SGhost2501,0.0,0.0,0.0,2.0,3,1,2,0,39,0,0,6
kallervla,0.0,0.0,0.0,1.0,0,1,1,0,27,0,0,2
swapnilgaware,3.0,0.0,0.0,9.0,0,1,1,0,50,16,0,6
marvin3w,25.0,0.0,0.0,12.0,0,1,1,0,38,58,0,38
Mazenosamaa,0.0,0.0,0.0,4.0,0,1,1,0,1,0,0,1
YutoOzawa,0.0,0.0,0.0,3.0,12,1,1,0,11,0,0,9
smp239,0.0,0.0,0.0,4.0,0,1,1,0,4,0,0,1
Feedbaek,26.0,0.0,1.0,6.0,41,1,2,1,2546,778,32,387
Sinamozaffarirad,1.0,0.0,0.0,4.0,0,1,1,0,97,0,0,3
fjakira,0.0,0.0,0.0,7.0,0,1,1,0,12,0,0,2
menjoo,6.0,0.0,0.0,13.0,0,1,1,1,10,0,0,2
ivanfioravanti,251.0,97.0,7.0,15.0,4,1,1,25,335,44,2,113
kelpalmas,0.0,0.0,0.0,1.0,0,1,1,0,9,0,0,1
elmtalab,3.0,0.0,0.0,8.0,23,1,2,5,528,0,0,63
bozi6,2.0,0.0,0.0,8.0,0,1,1,0,202,0,0,7
kennyHH,2.0,0.0,0.0,5.0,0,1,2,1,38,0,0,3
joelhooks,1061.0,0.0,0.0,17.0,0,1,1,15,5038,5363,1310,555
LourensC,0.0,0.0,0.0,10.0,1,1,2,0,19,0,0,9
Reakwind,0.0,0.0,0.0,7.0,0,1,1,1,5,0,0,2
snagori28,0.0,0.0,0.0,2.0,0,1,1,0,44,0,0,3
JorenB,4.0,8.0,1.0,15.0,2,1,1,0,157,0,14,14
uribecesar,0.0,0.0,0.0,13.0,0,1,1,0,47,0,0,1
filipetomita,6.0,1.0,0.0,9.0,0,1,1,0,22,0,1,1
MhdKernel,4.0,0.0,0.0,1.0,0,1,1,0,103,0,0,1
davi-canuto,35.0,1.0,2.0,5.0,16,1,2,2,429,4096,0,9
srinitech-ai,1.0,0.0,0.0,1.0,4,1,1,0,17,0,0,4
Noc-t,0.0,0.0,0.0,3.0,0,1,1,0,14,0,0,2
lucasns97,11.0,0.0,0.0,8.0,0,1,1,1,545,339,7,58
robsonlc,0.0,1.0,0.0,14.0,42,1,2,0,1330,0,0,17
ertra,2.0,6.0,3.0,15.0,0,1,1,0,20,0,1,2
Rih0z,7.0,3.0,1.0,12.0,5,1,2,10,755,3016,0,21
muguira,2.0,0.0,0.0,8.0,1,1,1,0,0,353,0,0
dvirarielsh,0.0,0.0,0.0,3.0,0,1,1,0,69,0,0,6
flunkscommunity,0.0,0.0,0.0,2.0,0,1,1,3,1162,0,0,48
ab6361,0.0,0.0,0.0,4.0,0,1,1,1,51,0,0,19
Satyam-Bhalla,136.0,1.0,1.0,10.0,5,1,2,0,81,139,1,5
patricksomerville,0.0,0.0,0.0,2.0,0,1,1,0,0,0,0,0
sursani,4.0,0.0,0.0,16.0,12,2,1,1,123,0,0,34
RovshanMuradov,6.0,0.0,0.0,6.0,0,1,1,5,463,378,2,26
zeonjiho,5.0,0.0,0.0,6.0,1,1,1,3,166,0,1,14
jibla,89.0,24.0,4.0,16.0,0,1,1,1,380,1042,1,49
mtwig95,1.0,1.0,0.0,6.0,0,1,1,0,212,0,0,4
artanrexhepiinki964,0.0,0.0,0.0,3.0,3,1,2,0,27,0,0,3
wizkid057,60.0,0.0,0.0,14.0,0,1,1,2,12,0,18,6
Boda-CyA,0.0,0.0,0.0,1.0,0,1,1,0,186,0,0,72
Maxiviper117,8.0,0.0,0.0,11.0,0,1,1,5,762,3261,0,69
Ricktorres0909,0.0,0.0,0.0,1.0,11,2,2,0,4,0,0,2
arpjw,0.0,1.0,0.0,6.0,5,1,2,1,223,8,0,0
Ghost-of-Maverick,1.0,0.0,0.0,4.0,1,1,1,0,110,0,0,6
lorentsob,0.0,0.0,0.0,5.0,27,1,2,0,52,0,0,14
lesskurdybaha,0.0,0.0,0.0,1.0,0,1,1,2,20,0,0,35
riveryc,3.0,0.0,0.0,11.0,0,1,1,1,269,24,2,21
DavidF2714,1.0,0.0,0.0,5.0,0,1,1,0,311,19,14,36
Lumieregyn,0.0,1.0,0.0,1.0,46,1,2,0,1273,0,0,5
G-systems,0.0,0.0,0.0,1.0,2,1,1,0,104,0,0,17
KolossalKode,0.0,0.0,0.0,1.0,2,1,1,0,0,0,0,0
CarlosFaccelli26,1.0,0.0,0.0,6.0,0,1,1,0,345,0,0,3
syamsuardibilu,0.0,0.0,0.0,3.0,2,1,2,0,142,0,0,5
tanishdragonemperor,0.0,0.0,0.0,8.0,0,1,1,0,1638,0,0,9
xdrabbit,0.0,0.0,0.0,7.0,71,1,1,1,112,0,1,0
TzJ2006,1.0,8.0,0.0,2.0,8,1,1,3,661,327,1,73
eden0102lee,0.0,0.0,0.0,11.0,43,1,1,0,103,0,0,36
maximofn,9.0,1.0,0.0,11.0,4,1,1,0,1398,2959,0,2
tunamhoang,0.0,0.0,0.0,7.0,10,1,1,0,154,0,0,60
gastonpgoja,0.0,0.0,0.0,5.0,0,1,1,0,3,0,0,1
Ttumn,0.0,0.0,0.0,2.0,9,1,2,0,33,0,0,7
alvarohtrindade,0.0,0.0,0.0,3.0,0,1,1,0,46,0,1,2
jacobpanov,1.0,0.0,1.0,5.0,30,1,3,4,262,117,2,34
cope000,1.0,0.0,0.0,6.0,1,1,1,0,2,0,0,3
JereSalguero30,0.0,0.0,0.0,4.0,1,1,1,0,6,0,0,3
uluk001,20.0,0.0,0.0,5.0,0,1,1,0,166,585,0,6
Mv77,59.0,12.0,1.0,9.0,27,1,1,2,795,4415,18,101
mxurice-rm,1.0,0.0,0.0,2.0,1,1,1,5,199,0,0,32
diemano,13.0,0.0,0.0,15.0,0,1,1,0,141,0,0,2
YhDec26,0.0,0.0,0.0,1.0,0,1,1,0,0,0,0,0
ArvidEllan,2.0,0.0,0.0,4.0,0,1,1,0,490,208,0,40
brennenho,10.0,1.0,1.0,6.0,0,1,1,1,622,352,5,66
msmvprasad,1.0,0.0,0.0,13.0,0,1,1,0,15,0,0,4
mahmoudm,12.0,0.0,0.0,16.0,0,1,1,0,4,0,0,4
hoangbpm,0.0,0.0,0.0,3.0,0,1,1,0,46,0,0,1
lingster,21.0,0.0,0.0,15.0,0,1,1,19,154,11742,18,55
abinasn,0.0,0.0,0.0,5.0,0,1,1,0,146,6775,0,7
Diabaye-dev,1.0,0.0,0.0,2.0,15,1,1,0,10,0,0,4
thigarcias,12.0,0.0,0.0,3.0,0,1,1,0,234,0,12,130
Adravilag,12.0,0.0,0.0,9.0,6,1,2,0,758,0,0,12
drasha54,0.0,0.0,0.0,2.0,19,1,2,0,42,0,0,11
chaw1,3.0,0.0,0.0,9.0,0,1,1,1,82,623,0,0
ktalmage,0.0,0.0,0.0,6.0,0,1,1,0,4,0,0,1
samithaj,45.0,0.0,0.0,14.0,6,1,1,4,29,187,0,14
Kecki92,1.0,0.0,0.0,3.0,0,1,1,0,16,0,0,3
Ninotna,22.0,0.0,0.0,13.0,20,1,2,0,1142,273,0,6
webmas52,0.0,0.0,0.0,11.0,0,1,1,0,1,0,0,1
meal,46.0,0.0,0.0,17.0,0,1,1,2,195,4798,5,32
sushanthpy,9.0,0.0,0.0,14.0,25,1,1,17,42,75,1,15
nicolai-m,0.0,0.0,0.0,7.0,25,1,2,0,4,0,0,3
Kenjji1,0.0,0.0,0.0,5.0,0,1,1,0,23,0,0,2
eristocrates,3.0,0.0,0.0,8.0,3,1,3,3,590,0,0,22
Meeklekinz,0.0,1.0,0.0,6.0,0,1,1,0,0,0,0,0
emilykelt,4.0,0.0,0.0,5.0,0,1,1,3,121,22,0,1
mrWlyapa,1.0,0.0,0.0,6.0,0,1,1,0,7,0,0,1
gratefuljay,0.0,0.0,0.0,10.0,0,1,1,0,0,81,0,0
Mortyr,0.0,0.0,0.0,11.0,0,1,1,0,2,0,0,2
tom-takeru,2.0,0.0,0.0,7.0,10,1,1,3,684,7010,127,202
ElshanAbas,0.0,0.0,0.0,6.0,1,1,1,0,18,0,0,4
NMaass,1.0,0.0,0.0,10.0,1,1,1,0,176,616,0,5
fab72309,0.0,0.0,0.0,1.0,0,1,1,0,10,0,0,13
dnshikhwan,3.0,0.0,0.0,7.0,0,1,1,0,154,213,0,8
JoaoNogueira23,0.0,0.0,0.0,3.0,8,1,1,0,158,19,0,8
dylanneve1,45.0,2.0,0.0,9.0,0,1,1,7,2840,313,1,28
zrides,1.0,0.0,0.0,8.0,0,1,1,0,18,0,0,4
TangQi001,0.0,53.0,18.0,6.0,0,1,1,0,0,0,0,0
ahmetgon,0.0,0.0,0.0,6.0,1,1,1,0,0,0,0,0
aliphamjah,12.0,0.0,0.0,12.0,0,1,1,1,135,2,0,16
MugMugCup,3.0,0.0,0.0,3.0,4,1,2,0,31,0,0,5
gjbex,257.0,0.0,1.0,13.0,0,1,1,5,69261,1127,21,328
oumar-abakar,0.0,0.0,0.0,1.0,0,1,1,0,38,0,0,1
Shankar1371,0.0,0.0,0.0,6.0,0,1,1,1,192,6,1,13
Schwerti09,0.0,0.0,0.0,1.0,0,1,1,0,59,0,0,3
MotherOfDragons999,2.0,1.0,0.0,5.0,0,1,1,0,3,0,0,1
tzskp1,8.0,0.0,0.0,11.0,1,1,1,0,272,0,3,22
tindallh,0.0,0.0,0.0,10.0,0,1,1,0,0,0,0,1
byarin90,19.0,0.0,0.0,6.0,6,1,2,2,1077,0,0,30
bloopereels,0.0,0.0,0.0,1.0,0,1,1,0,3,0,0,1
USM-Wolffe,0.0,0.0,0.0,4.0,29,1,2,6,65,0,0,7
RahulSomaraj,3.0,0.0,0.0,8.0,0,1,1,0,32,0,0,12
swetha-ganapathy,11.0,0.0,0.0,9.0,31,1,1,0,10,0,0,4
ANDRYBAS,1.0,0.0,0.0,3.0,6,1,1,0,64,0,0,23
TurbulentRice,2.0,0.0,0.0,6.0,0,1,1,0,178,321,0,7
fedorn,48.0,0.0,0.0,16.0,0,1,1,0,37,0,0,3
yildizm2000,0.0,0.0,0.0,10.0,0,1,1,0,1,0,0,1
ianphil,62.0,0.0,0.0,10.0,0,1,1,35,388,238,6,34
fOO223Fr,6.0,0.0,0.0,11.0,0,1,1,11,98,51,11,55
isurulankathilaka,0.0,0.0,0.0,9.0,0,1,1,0,5,0,0,1
u-keiya,3.0,1.0,0.0,6.0,0,1,1,0,463,255,1,110
mohitkhurana14,1.0,0.0,0.0,11.0,0,1,1,0,3,0,0,1
patrickSupernormal,0.0,0.0,0.0,1.0,0,1,1,1,0,0,0,0
temu893,1.0,0.0,0.0,6.0,0,1,1,0,215,1001,0,11
brieyla1,2.0,0.0,0.0,10.0,0,1,1,5,591,6371,4,15
Farplane-Eterna,0.0,0.0,0.0,1.0,7,1,1,0,0,0,0,4
hashaambajwa,0.0,0.0,0.0,5.0,0,1,1,0,34,1128,0,1
Chainsaw93,0.0,0.0,0.0,1.0,11,1,2,1,15,0,0,0
Radioffka,0.0,0.0,0.0,7.0,2,1,2,0,35,0,0,3
robertobissanti,0.0,0.0,0.0,12.0,0,1,1,7,15,0,0,4
reiniergs,36.0,1.0,0.0,13.0,0,1,1,0,0,0,0,0
patrickamsler,1.0,0.0,0.0,8.0,6,1,1,0,240,572,0,11
DrWorkhard,0.0,0.0,0.0,6.0,17,1,2,0,9,0,0,2
DrDeception,6.0,0.0,0.0,8.0,0,1,1,18,333,0,0,18
ra-xor,7.0,0.0,0.0,6.0,0,1,1,1,54,93,0,8
araxis07,5.0,0.0,0.0,3.0,34,1,2,0,367,0,0,8
rochesebastien,5.0,0.0,0.0,5.0,0,1,1,0,295,360,0,13
MachineKomi,0.0,0.0,0.0,3.0,0,1,1,0,68,29,0,1
narellazorzon,0.0,0.0,0.0,4.0,0,1,1,0,174,0,0,2
evandro592,0.0,0.0,0.0,1.0,1,1,1,0,29,0,0,8
DeadpixelDesign,1.0,0.0,0.0,4.0,0,1,1,0,18,0,0,1
gkane1990,0.0,0.0,0.0,2.0,0,1,1,0,6,0,0,1
WafitaML,0.0,0.0,0.0,1.0,0,1,1,0,7,0,0,1
hemesh0204,1.0,0.0,0.0,7.0,0,1,1,0,99,0,0,2
TruongHaiDang,9.0,0.0,0.0,8.0,23,2,4,0,320,2346,1,50
blopen,34.0,2.0,0.0,10.0,66,1,2,1,100,159,0,14
rohan-ufiny,0.0,0.0,0.0,1.0,0,1,1,0,1,0,0,1
snaky-ru,1.0,0.0,0.0,15.0,0,1,1,0,17,603,0,5
nks1990,0.0,0.0,0.0,6.0,0,1,1,0,0,0,0,0
ClaraLeigh,37.0,0.0,0.0,14.0,50,1,1,5,182,14313,15,42
GerameT,0.0,0.0,0.0,3.0,0,1,1,0,0,1232,0,3
123jimin,62.0,1.0,0.0,15.0,0,1,1,22,1466,3259,3,32
gagansawhney,1.0,0.0,0.0,10.0,0,1,1,0,0,0,0,0
2jw6152,0.0,0.0,0.0,8.0,14,1,2,0,54,0,0,17
Perdolique,4.0,7.0,0.0,2.0,0,1,1,34,419,329,179,236
PDS-DX,4.0,1.0,0.0,12.0,0,1,1,2,69,5148,1,6
hosokawat,19.0,6.0,0.0,13.0,4,1,1,0,32,2689,0,3
Maktestpilot,0.0,0.0,0.0,1.0,0,1,1,1,11,0,0,2
ahmedmoshendidi,0.0,0.0,0.0,3.0,0,1,1,0,385,0,0,5
