login,followers,max_stars,max_forks,account_age,agent_activity_span_days,agent_diversity,agentic_repo_breadth
ChrisPatten,1.0,0.0,0.0,15,0,1,1
captenmasin,11.0,0.0,0.0,9,17,1,1
Ashish-dot-wq,0.0,0.0,0.0,1,0,1,1
NickyBoi-Su,1.0,0.0,0.0,2,0,1,1
hannespreishuber,17.0,0.0,0.0,13,0,1,1
PiotrSocha97,0.0,0.0,0.0,3,0,1,1
Vitvor-ua,0.0,0.0,0.0,4,0,1,1
ssdzd,0.0,1.0,0.0,9,0,1,1
Phicks-debug,2.0,1.0,0.0,2,0,1,1
MarcosC2021,0.0,0.0,0.0,5,0,1,1
brenoenrico999,0.0,0.0,0.0,4,0,1,2
minivillalba4,0.0,0.0,0.0,3,0,1,1
tardycornbread,0.0,0.0,0.0,3,0,1,1
kojimamasahiro,1.0,0.0,0.0,12,0,1,1
itaprac,0.0,0.0,0.0,5,5,1,2
WrWl,1.0,0.0,0.0,4,1,1,1
sunraymoonbeam,5.0,0.0,0.0,4,0,1,1
mhascak,8.0,0.0,1.0,14,0,1,1
Nachitzu,1.0,0.0,0.0,7,0,1,2
fermano,7.0,0.0,0.0,17,2,1,1
cristianpoleyJS,25.0,3.0,0.0,11,0,1,1
erwinlh,0.0,0.0,0.0,5,0,1,1
Stoic-path,0.0,0.0,0.0,2,0,1,1
mpwassler,11.0,64.0,22.0,12,0,1,1
jaypatel1227,8.0,0.0,0.0,9,0,1,1
gonos2k,1.0,0.0,0.0,8,0,1,1
bluejun0901,0.0,0.0,0.0,3,33,1,1
jaden-miguel,0.0,0.0,0.0,6,4,1,2
MaiNhatHoangY2001,2.0,0.0,0.0,6,0,1,1
Fascinax,1.0,0.0,0.0,7,23,1,2
Razorxxid,1.0,0.0,0.0,8,0,1,1
elponsho,0.0,0.0,0.0,1,0,1,1
marcovc,10.0,0.0,0.0,15,4,1,1
shdehnavi,12.0,0.0,0.0,12,0,1,1
notExpectet,1.0,0.0,0.0,1,53,1,2
crertel,53.0,4.0,0.0,14,0,1,1
jhonzuloetadev,0.0,0.0,0.0,7,0,1,1
Cauch-BS,8.0,0.0,0.0,3,1,1,2
banteg,2603.0,0.0,0.0,13,0,1,1
kwonzweig,0.0,0.0,0.0,7,0,1,1
abhinavj98,15.0,0.0,0.0,9,25,1,1
MartinMikkelsen,32.0,6.0,0.0,7,0,1,1
PavolBelobrad,0.0,0.0,0.0,1,0,1,1
jojopqt991,3.0,0.0,0.0,3,0,1,1
edmundlth,15.0,0.0,0.0,11,0,1,1
lucavd,9.0,0.0,1.0,12,0,1,1
praveentrilogy,0.0,0.0,0.0,1,12,1,1
abnerpalmeira,1.0,17.0,0.0,7,0,1,1
fabio-spoto,1.0,0.0,0.0,3,0,1,1
ianAvogel,0.0,0.0,0.0,2,0,1,2
AlvinRadeka,8.0,0.0,0.0,9,0,1,1
mahersavara,0.0,0.0,0.0,5,39,2,1
JulienCr,8.0,0.0,0.0,15,0,1,1
Andersonlimahw,37.0,1.0,0.0,11,0,1,1
AdhemarDeSenneville,5.0,0.0,0.0,6,0,1,1
abdulwaheed18,5.0,0.0,0.0,15,0,1,1
NPeyroteo,0.0,0.0,0.0,2,0,1,1
SzuHannah,3.0,0.0,0.0,9,0,1,1
desCo323,0.0,0.0,0.0,6,0,1,1
makotokabuki,0.0,0.0,0.0,1,9,1,2
nvnoskov,2.0,0.0,0.0,15,0,1,1
DBIT-Devin,0.0,0.0,0.0,1,1,1,1
Ares-wjd,0.0,0.0,0.0,2,29,1,2
elaimy,0.0,0.0,0.0,8,0,1,1
emreiztekk,1.0,0.0,0.0,2,0,1,1
jypark8084,0.0,1.0,0.0,3,0,1,1
alijawdat-cyber,3.0,0.0,0.0,1,0,1,1
DrfitAi,0.0,0.0,0.0,1,0,1,1
FJosephx,3.0,0.0,0.0,5,0,1,1
Nekosis,5.0,0.0,0.0,8,0,1,1
dlutscher,8.0,0.0,0.0,6,0,1,1
realnits,1.0,0.0,0.0,2,0,1,1
awsgarra,0.0,0.0,0.0,8,0,1,1
slyguykai,0.0,0.0,0.0,4,1,1,1
denden-co,0.0,0.0,0.0,6,0,1,1
big-other,0.0,0.0,0.0,4,0,1,1
udaysr17,0.0,0.0,0.0,2,0,1,1
dramalin,0.0,0.0,0.0,14,0,1,1
accessd,63.0,94.0,29.0,15,42,1,2
divtrl47,0.0,0.0,0.0,1,0,1,1
juan-luca,0.0,0.0,0.0,6,1,1,1
munchkineatter,0.0,0.0,0.0,11,0,1,1
nachiketmistry,1.0,0.0,0.0,15,0,1,1
kienyiap,0.0,0.0,0.0,8,0,1,1
athukarad109,2.0,0.0,0.0,6,1,1,1
ptwirls,0.0,0.0,0.0,4,0,1,1
mattglbrt,0.0,0.0,0.0,8,0,1,1
undsoft,8.0,0.0,0.0,14,0,1,1
Muhammed-Mustafa-Dastan,1.0,0.0,0.0,5,0,1,1
BenjaBeroiza,0.0,0.0,0.0,2,10,1,1
anarezend3,19.0,1.0,0.0,3,0,1,1
Vorathe,10.0,0.0,0.0,15,0,1,1
Aram9574,0.0,0.0,0.0,1,0,1,1
saraelbedeawi,1.0,0.0,0.0,9,0,1,1
N00BSLAYER1234,2.0,0.0,0.0,2,0,1,1
propertyprinciples,0.0,0.0,0.0,5,0,1,1
esanchez450,2.0,0.0,0.0,8,0,1,1
prceasar,0.0,0.0,0.0,14,6,1,1
IDCVERSE,1.0,0.0,0.0,2,0,1,1
PAGIDIPALLISHYAMKUMAR,0.0,0.0,0.0,5,0,1,1
cristiansavaria,0.0,0.0,0.0,5,4,1,1
monteroserra,3.0,0.0,0.0,8,0,1,1
matheusfterra,8.0,0.0,0.0,9,0,1,1
chandkiransingh,9.0,0.0,0.0,9,0,1,1
dyurn,3.0,0.0,0.0,3,0,1,1
athicon,0.0,0.0,0.0,5,0,1,1
apachedragonfly,2.0,0.0,0.0,4,0,1,1
miles202,9.0,0.0,0.0,16,7,1,1
durdan,0.0,0.0,0.0,15,15,2,1
kameronbrooks,14.0,1.0,0.0,12,0,1,1
iZooGooD,9.0,65.0,46.0,10,0,1,1
mehuljindal18,2.0,0.0,0.0,8,0,1,1
mohit3724,0.0,0.0,0.0,5,0,1,1
Trentini1,0.0,0.0,0.0,2,0,1,2
fabiojavaroni,2.0,0.0,0.0,7,0,1,1
advtydv,5.0,0.0,0.0,4,0,1,1
Topabaem05,4.0,0.0,0.0,5,5,1,3
rana-jatin,0.0,0.0,0.0,2,0,1,1
wise0191,0.0,0.0,0.0,1,0,1,1
lavrton,676.0,0.0,0.0,14,0,1,2
bokovhu,4.0,0.0,0.0,9,0,1,2
robertvirany,7.0,0.0,0.0,3,6,1,2
gulbeneser,0.0,0.0,0.0,1,0,1,1
NolanKoblischke,13.0,0.0,0.0,7,0,1,1
sotayamashita,292.0,3.0,1.0,14,0,1,1
QuocVu00,0.0,0.0,0.0,2,0,1,1
TheRealDevCH,0.0,0.0,0.0,2,0,1,1
Dogzera1,0.0,0.0,0.0,1,0,1,1
Kostekju,0.0,0.0,0.0,1,0,1,1
JuicyKray,0.0,0.0,0.0,3,0,1,1
iwritecodeforyou,0.0,1.0,0.0,5,0,1,1
SPehlivanovDS,0.0,0.0,0.0,1,0,1,1
ChiliChonka,6.0,0.0,0.0,12,5,1,1
nazar-dzhura,0.0,0.0,0.0,10,0,1,1
jaynandu,31.0,0.0,0.0,12,0,1,1
qdab,0.0,0.0,0.0,3,0,1,1
sumit221292,0.0,0.0,0.0,2,0,1,1
akifo,43.0,0.0,0.0,12,0,1,1
UmeshSRandew,2.0,0.0,0.0,4,0,1,1
Pyrand,2.0,0.0,0.0,3,0,1,1
wabog,0.0,0.0,0.0,1,0,1,1
dangkhoipham80,1.0,2.0,0.0,2,8,1,1
Namyujeong,14.0,0.0,0.0,8,0,1,1
josiasmoura2024,0.0,0.0,0.0,2,0,1,1
aazo11,12.0,0.0,0.0,7,0,1,1
amartyamandal,3.0,0.0,1.0,11,0,1,1
steven12wu,0.0,0.0,0.0,1,0,1,1
KristofAI,0.0,0.0,0.0,1,0,1,1
Daniil11ru,7.0,0.0,0.0,5,0,1,1
Vince33,2.0,0.0,0.0,13,0,1,1
mrblaze27,2.0,0.0,0.0,7,0,1,1
ErikClaveau,0.0,0.0,0.0,6,0,1,1
mholgadoo,0.0,0.0,0.0,3,20,1,2
stefansl,25.0,297.0,36.0,14,0,1,2
KilianKoch,2.0,0.0,0.0,6,0,1,1
davicovre,1.0,1.0,0.0,6,0,1,1
Naida06,0.0,0.0,0.0,4,0,1,1
giantsdigitaldev,0.0,0.0,0.0,3,0,1,1
parrelladev,1.0,0.0,1.0,3,24,1,1
theraccoonbear,26.0,1.0,0.0,17,11,1,1
erfanakk,19.0,0.0,0.0,5,0,1,1
bagrad007,3.0,0.0,0.0,6,0,1,1
jq-it-coding,0.0,0.0,0.0,1,0,1,1
cityboy516,0.0,0.0,0.0,1,0,1,1
niananto,73.0,1.0,0.0,7,10,1,2
CglrKcc,0.0,0.0,0.0,2,14,1,1
Fero737373,0.0,0.0,0.0,1,0,1,2
srikrishnaj2001,0.0,0.0,0.0,7,0,1,1
yaochao128,0.0,0.0,0.0,9,0,1,1
XXXws,0.0,1.0,0.0,4,0,1,1
sapient369,0.0,0.0,0.0,3,3,1,3
keyroog,1.0,0.0,0.0,5,0,1,1
wendellpbarreto,12.0,0.0,0.0,14,0,1,1
alex4u2nv,12.0,0.0,0.0,18,0,1,1
walidelharby,0.0,0.0,0.0,5,0,1,1
nmamnun,0.0,0.0,0.0,11,0,1,1
xddMachine,0.0,0.0,0.0,3,0,1,1
Jirigesi,7.0,1.0,1.0,7,0,1,1
Whaleylaw,0.0,0.0,0.0,1,0,1,1
gixxerdiva,0.0,1.0,0.0,11,42,1,1
umutgur,0.0,0.0,0.0,11,0,1,1
viniciussantos45,18.0,0.0,0.0,7,0,1,1
rotisk95,0.0,0.0,0.0,6,0,1,1
vijeth27,1.0,0.0,0.0,10,0,1,1
Kalind02,1.0,0.0,0.0,4,0,1,1
pauli2406,4.0,6.0,9.0,10,0,1,1
Somedude5,0.0,0.0,0.0,5,0,1,1
IACodeX,0.0,0.0,0.0,1,0,1,1
hkanpak21,1.0,0.0,0.0,4,0,1,1
habbas3,0.0,0.0,0.0,4,0,1,1
Beast0805,0.0,0.0,0.0,1,0,1,1
Aminsch,0.0,0.0,0.0,5,0,1,1
gabrieltang515,0.0,1.0,0.0,3,0,1,1
JEANPEREZ19,0.0,0.0,0.0,2,0,1,1
alexei-led,258.0,2905.0,198.0,14,0,1,1
Dungzcute,1.0,1.0,0.0,5,0,1,1
georgeolaru,16.0,0.0,0.0,14,0,1,1
tadoophom,0.0,0.0,0.0,6,0,1,1
yagiksk,0.0,0.0,0.0,9,0,1,1
jhwan0707,0.0,0.0,0.0,5,0,1,1
murrlincoln,32.0,0.0,0.0,6,0,1,1
viator32,1.0,0.0,0.0,3,25,1,1
QCurtis2002,1.0,0.0,1.0,5,0,1,1
DeborahLimaa,37.0,0.0,0.0,5,0,1,1
C0mpag,0.0,0.0,0.0,6,0,1,1
aplus5685,0.0,0.0,0.0,1,0,1,1
csvlewis,9.0,0.0,0.0,8,0,1,1
Sidhaarth-Murali,4.0,0.0,0.0,3,0,1,1
summer-go,6.0,0.0,0.0,13,0,1,1
Horishin01,0.0,0.0,0.0,6,0,1,1
cufesimonwang,1.0,1.0,0.0,8,0,1,1
galenelijah,0.0,0.0,0.0,4,0,1,1
mokit,17.0,0.0,0.0,16,0,1,1
murairyo,0.0,0.0,0.0,3,0,1,1
panayiotisp,1.0,0.0,0.0,13,0,1,1
TaeBbong,160.0,0.0,0.0,9,0,1,1
AlexandrManuylov,2.0,0.0,0.0,12,0,1,1
RudolfWeeber,13.0,0.0,0.0,16,0,1,1
nvvux,0.0,0.0,0.0,1,0,1,1
jokouno,0.0,0.0,0.0,3,0,1,1
oneshot111222,0.0,0.0,0.0,1,0,1,1
Pumarola,0.0,0.0,0.0,2,6,1,1
CedricBorko,0.0,0.0,0.0,7,0,1,1
xxjx2004,0.0,0.0,0.0,2,0,1,1
LordLobotom,1.0,1.0,0.0,8,0,1,1
rodrigodosanjosoliveira,26.0,0.0,0.0,15,0,1,1
Zectar7,0.0,0.0,0.0,8,0,1,1
mikrus-pl,0.0,0.0,0.0,7,0,1,1
Gaurang-Manjrekar,3.0,0.0,0.0,4,0,1,1
akhilsathuluri,38.0,0.0,0.0,11,0,1,1
VaporingPrism24,0.0,0.0,0.0,6,0,1,1
alecap92,2.0,0.0,0.0,6,0,1,1
Leapward-Koex,3.0,0.0,0.0,9,0,1,1
Centraldasia,0.0,0.0,0.0,1,0,1,1
kgetech,0.0,0.0,0.0,12,0,1,1
wkarshat,16.0,0.0,0.0,15,0,1,1
NaorHL1,0.0,0.0,0.0,4,0,1,1
Chorcholito,0.0,0.0,0.0,9,0,1,1
lady1211christy,0.0,0.0,0.0,3,0,1,1
danejahflexx,0.0,0.0,0.0,10,0,1,1
nicodkp2012,0.0,0.0,0.0,7,0,1,1
pavan1210121,0.0,0.0,0.0,1,0,1,1
YannTrudel,0.0,0.0,0.0,3,0,1,1
subnautixx,0.0,0.0,0.0,3,5,2,2
AlphCSR,0.0,0.0,0.0,7,0,1,1
adrmbo,0.0,0.0,0.0,1,0,1,1
JPMarichal,0.0,0.0,0.0,8,0,1,1
fiberyaprint,0.0,0.0,0.0,1,0,1,1
XiaoyiD,13.0,0.0,0.0,8,0,1,1
GhostFaceInterface,4.0,0.0,0.0,4,0,1,1
matteoefrei,0.0,0.0,0.0,2,0,1,1
wangziyu01,1.0,0.0,0.0,5,0,1,1
Nyx-Off,1.0,1.0,0.0,4,0,1,1
Rejnyx,0.0,0.0,0.0,1,0,1,1
AmamiyaRenO,0.0,0.0,0.0,1,0,1,1
Tjdolan-ai,0.0,0.0,0.0,2,0,1,1
salilp42,5.0,0.0,0.0,6,0,1,1
IgnacioBona,8.0,0.0,0.0,6,0,1,1
zach-bonner,0.0,0.0,0.0,5,0,1,1
raihanewubd,11.0,0.0,0.0,2,0,1,1
MarcWeber-AI,0.0,0.0,0.0,1,0,1,1
ivo-toby,28.0,135.0,32.0,16,0,1,1
danpejobo,0.0,0.0,0.0,8,0,1,1
Akshay-Dongare,44.0,11.0,6.0,6,0,1,1
amin-atwi,6.0,0.0,0.0,8,0,1,1
theaux42,11.0,0.0,0.0,6,0,1,1
WintersICT,0.0,0.0,0.0,10,0,1,1
nithyanand9969,1.0,0.0,0.0,4,0,1,1
Ferhtbydr269,5.0,0.0,0.0,3,0,1,1
DotNetMaticCom,0.0,0.0,0.0,2,3,1,3
externeaccu,0.0,0.0,0.0,1,0,1,1
Eliastork,0.0,0.0,0.0,1,0,1,1
smitray,7.0,0.0,0.0,13,0,1,1
jackfrancisdalton,1.0,0.0,0.0,13,0,1,1
rangercoder,2.0,0.0,0.0,6,0,1,1
AhmadAgbarea,19.0,0.0,0.0,4,0,1,1
ganesshkumar,42.0,84.0,6.0,14,0,1,1
strix3000,3.0,0.0,0.0,15,0,1,1
HakureiYoru,2.0,0.0,0.0,4,0,1,1
geaffer,0.0,0.0,0.0,2,0,1,1
ahmedmoussallc,0.0,0.0,0.0,8,10,1,2
davincios,22.0,0.0,0.0,9,0,1,1
Cosmic67,0.0,0.0,0.0,4,0,1,1
Gon159x,5.0,0.0,0.0,7,0,1,1
AndreWozniack,15.0,0.0,0.0,5,0,1,1
MarketMystic,0.0,0.0,0.0,2,0,1,1
thanhtuanh,0.0,0.0,0.0,10,0,1,1
tengxuanp,0.0,0.0,0.0,8,0,1,1
applifaction,1.0,0.0,0.0,12,0,1,1
hikinari68,2.0,0.0,0.0,4,0,1,1
IkhyeonJo,10.0,47.0,5.0,10,0,1,1
nabla160,0.0,0.0,0.0,6,0,1,1
kotchaparn-w,3.0,0.0,0.0,10,0,1,1
RyoLUtw,0.0,0.0,0.0,10,0,1,1
PimPoort,0.0,0.0,0.0,3,0,1,1
HarrisMBrad,29.0,0.0,0.0,7,0,1,1
PeterBaltov,3.0,1.0,0.0,6,0,1,1
shreyas1996,4.0,0.0,0.0,9,0,1,1
SvetoslavTr,2.0,0.0,0.0,9,0,1,1
YukihiraDeve,7.0,0.0,0.0,5,0,1,1
hello-urvesh,0.0,2.0,1.0,1,0,1,1
Mu6a9922,0.0,0.0,0.0,2,0,1,1
NoListen,17.0,0.0,0.0,13,0,1,1
abaccora,0.0,0.0,0.0,12,0,1,1
kdtvieira629,0.0,0.0,0.0,1,0,1,1
gwendalbecel,0.0,0.0,0.0,6,0,1,1
ggagosh,34.0,0.0,0.0,14,1,1,1
Scorpio69t,17.0,2.0,0.0,10,35,2,2
kaushallodd62,4.0,0.0,0.0,6,0,1,1
WhiteAssassins,21.0,13.0,1.0,9,0,1,1
EnigmaTrThD,0.0,0.0,0.0,1,0,1,1
keenan495,0.0,0.0,0.0,7,0,1,1
alonbenach,3.0,0.0,1.0,11,0,1,1
usemoslinux,4.0,1.0,0.0,16,0,1,1
marcosnlucas,0.0,0.0,0.0,4,0,1,1
spprou,0.0,0.0,0.0,2,0,1,1
mightyjingyu,0.0,0.0,0.0,2,0,1,1
subu0212p,0.0,0.0,0.0,1,0,1,1
theoktay,0.0,0.0,0.0,8,0,1,1
sekisuila,0.0,0.0,0.0,12,0,1,1
Ghader1992,0.0,0.0,0.0,1,0,1,1
Fiewemiko,1.0,1.0,0.0,6,0,1,1
A-Akrm,0.0,0.0,0.0,2,0,1,1
brian-hammond,0.0,0.0,0.0,10,0,1,1
webnovaia,0.0,0.0,0.0,1,0,1,1
expansewillcheung,0.0,0.0,0.0,3,0,1,1
Hammediora,1.0,0.0,0.0,3,0,1,1
aaroncarlock,0.0,0.0,0.0,5,0,1,1
kostrse,24.0,0.0,0.0,15,0,1,1
LukaDarsalia,16.0,0.0,0.0,9,0,1,1
kobebebo,0.0,0.0,0.0,1,0,1,1
fireindark707,15.0,0.0,0.0,9,0,1,1
KDalen,0.0,0.0,0.0,4,0,1,1
ChumillasMiguel,0.0,0.0,0.0,3,0,1,1
patricknlnl,0.0,0.0,0.0,2,0,1,1
orestestilmitt,2.0,0.0,0.0,16,0,1,1
gjaskula99,10.0,0.0,0.0,5,0,1,1
agosquevedo,0.0,0.0,0.0,4,0,1,1
tuonoti2025,0.0,0.0,0.0,1,0,1,1
jini-c,3.0,0.0,0.0,1,0,1,1
dylankent26,0.0,0.0,0.0,5,0,1,1
1MrazorT1v2,0.0,0.0,0.0,1,0,1,1
c5551051011,1.0,0.0,0.0,10,0,1,1
ranjeetthakur,8.0,0.0,0.0,11,0,1,1
joaoantonio12,0.0,0.0,0.0,2,0,1,1
XxUnkn0wnxX,11.0,0.0,0.0,14,0,1,1
aiddun,13.0,0.0,0.0,12,0,1,1
ryeq,0.0,1.0,0.0,3,0,1,1
Roxdeeejay88,0.0,0.0,0.0,2,0,1,1
rolfchess,1.0,0.0,0.0,11,0,1,1
ChaseMcClellan,0.0,0.0,0.0,3,0,1,1
jithendra-roy,1.0,0.0,0.0,8,0,1,1
mtzdgtlab,0.0,0.0,0.0,3,0,1,1
arbabali,11.0,0.0,0.0,9,0,1,1
Whauu,1.0,106.0,9.0,4,0,1,1
asgarali12,0.0,0.0,0.0,1,0,1,1
malusmike,0.0,0.0,0.0,9,0,1,1
ksabogal,0.0,0.0,2.0,5,0,1,1
RonaldoHorta159,0.0,0.0,0.0,2,0,1,1
monica-domingo,0.0,0.0,0.0,4,0,1,1
brunomaffei,8.0,0.0,0.0,7,0,1,1
ywluohao,2.0,1.0,1.0,8,0,1,1
KennethEnglun,0.0,0.0,0.0,2,0,1,1
jaineelmodi11,1.0,1.0,0.0,5,0,1,1
kenobijon,19.0,0.0,0.0,4,0,1,1
biosimoo,0.0,0.0,0.0,7,0,1,1
mrThomasTeller,23.0,0.0,2.0,14,0,1,1
AshishKalidas,0.0,0.0,0.0,6,0,1,1
FrederikBan,1.0,0.0,0.0,3,0,1,1
AmFearLiath,2.0,3.0,0.0,11,0,1,1
xiaolinpan,21.0,1.0,0.0,8,0,1,1
nitesh2307,0.0,0.0,0.0,5,0,1,1
richlander,1549.0,3.0,1.0,14,15,1,4
cdjcoder,0.0,0.0,0.0,1,0,1,1
rananaruto,0.0,0.0,0.0,2,1,1,1
SomeFnone,0.0,0.0,1.0,3,2,1,1
hugotown,0.0,0.0,0.0,12,0,1,1
3bdoredaa2244,10.0,0.0,0.0,6,0,1,1
Jockey12https,2.0,0.0,0.0,3,0,1,1
Ggyou96,0.0,0.0,0.0,2,1,1,3
mattiaquiroz,0.0,0.0,0.0,8,2,1,1
Mohamedallam90,0.0,0.0,0.0,1,11,1,1
olair,2.0,0.0,0.0,9,1,1,1
igor2000xp,5.0,0.0,0.0,10,0,1,1
davenwoody,2.0,1.0,0.0,1,17,1,4
skamensky,16.0,0.0,0.0,10,16,1,2
jay-matere,0.0,0.0,0.0,1,0,1,1
mamokin,3.0,0.0,0.0,11,0,1,1
har96,0.0,0.0,0.0,14,1,1,2
kestko99,0.0,0.0,0.0,1,2,1,4
soripaulos,0.0,0.0,0.0,2,5,1,2
vmontanoo,0.0,0.0,0.0,7,0,1,1
robwizzie,5.0,0.0,0.0,8,15,1,1
humberto1307,0.0,0.0,0.0,1,0,1,1
mrubens,133.0,0.0,0.0,18,19,1,1
mfts,1248.0,6902.0,941.0,13,14,1,1
duhman21,0.0,0.0,0.0,3,0,1,1
Tazmania2,0.0,0.0,0.0,9,0,1,1
Philipkilonzoke,0.0,0.0,0.0,2,0,1,1
exserega,0.0,0.0,0.0,3,3,1,1
rohanh2,0.0,0.0,0.0,1,0,1,1
K-Amor23,0.0,0.0,0.0,1,8,1,1
Naoya-Yasuda,1.0,0.0,0.0,3,0,1,1
phareim,24.0,0.0,0.0,16,21,1,3
ofou,83.0,0.0,0.0,11,0,1,1
MikleSib,0.0,0.0,0.0,3,5,1,1
GotetiDivyasri,1.0,0.0,0.0,5,0,1,2
koaning,2460.0,20.0,1.0,15,2,1,1
Summercoconutt,0.0,0.0,0.0,1,0,1,1
xiaozhouzhoua,18.0,0.0,0.0,10,5,1,1
simsonis,0.0,0.0,0.0,1,0,1,1
Daniil-Sakharov,0.0,0.0,0.0,1,0,1,1
acganske,0.0,0.0,0.0,3,1,1,1
atian25,4875.0,0.0,0.0,16,1,1,1
nuyzze,0.0,1.0,0.0,1,0,1,1
bitepass,0.0,1.0,0.0,3,0,1,1
Ankeshkumawat,0.0,0.0,0.0,3,0,1,1
william-mush,0.0,0.0,0.0,1,1,1,1
CyberPrxthu04,0.0,0.0,0.0,1,0,1,1
jaydeep-sf,0.0,0.0,0.0,2,0,1,1
asepkurn08,0.0,0.0,0.0,1,0,1,1
engrusman80,0.0,0.0,0.0,10,0,1,1
mohammadjaf013,3.0,0.0,0.0,14,0,1,1
shepherdjerred,109.0,47.0,5.0,13,28,1,7
Rakkontyagi,0.0,0.0,0.0,1,0,1,1
MasatoshiSano,0.0,0.0,0.0,1,1,1,1
ozsal,0.0,0.0,0.0,8,0,1,1
haybnzz,79.0,0.0,0.0,6,0,1,1
zaubii,0.0,2.0,0.0,6,0,1,1
pratyagarwal,15.0,1.0,1.0,8,0,1,1
cesargdm,82.0,2.0,0.0,12,17,1,2
benliong,12.0,0.0,0.0,16,1,1,1
clintonowusuansah12,0.0,0.0,0.0,1,2,1,1
kitsor09,0.0,0.0,0.0,1,2,1,1
sebguevara,1.0,0.0,0.0,5,0,1,1
Kiyomiddinova-Farida,15.0,0.0,0.0,1,7,1,1
SatyamGuptaDev,12.0,0.0,0.0,5,11,1,1
anycall6779,0.0,0.0,0.0,4,0,1,1
Zi-13,1.0,0.0,0.0,2,0,1,1
hudibaba0001,0.0,0.0,0.0,3,0,1,1
Adefful,3.0,2.0,0.0,8,0,1,1
Muddssir44,0.0,0.0,0.0,4,0,1,1
fajiao666,0.0,0.0,0.0,3,0,1,1
Spirit2004,0.0,0.0,0.0,3,0,1,1
learner-crapy,6.0,1.0,0.0,6,0,1,1
neo-jack,0.0,0.0,0.0,3,0,1,1
peteryang1756,3.0,0.0,0.0,5,1,1,1
sebbe123sebbe,0.0,0.0,0.0,3,0,1,1
alpitkumarg,0.0,0.0,0.0,3,1,1,1
nguoingulanh,2.0,0.0,0.0,8,0,1,1
moltak,53.0,0.0,0.0,14,0,1,1
4pple4ree,0.0,0.0,0.0,3,2,1,2
HarryVoker,1.0,0.0,0.0,5,0,1,1
coffeecookey,5.0,0.0,0.0,2,0,1,1
nickita-khylkouski,1.0,2.0,1.0,5,22,1,1
Antonditto,0.0,3.0,4.0,13,0,1,1
razzacktiger,2.0,0.0,0.0,12,0,1,1
Rcuz8,4.0,1.0,0.0,12,0,1,1
kelavikene,0.0,0.0,0.0,1,0,1,1
zkz515,7.0,0.0,0.0,5,0,1,1
LeighHMitchell,0.0,0.0,0.0,1,42,1,1
CaughtWei,0.0,0.0,0.0,6,6,1,1
24b0902,0.0,0.0,0.0,1,0,1,1
masud1322,1.0,0.0,0.0,5,0,1,1
639428,0.0,0.0,0.0,3,0,1,1
vognxt,0.0,0.0,0.0,5,0,1,1
bhavishkl,0.0,0.0,0.0,2,0,1,1
phwizard,49.0,0.0,0.0,16,0,1,1
Abdul0000,0.0,0.0,0.0,6,0,1,1
virgiliolorachaviano,11.0,0.0,0.0,3,0,1,1
elmetson,0.0,0.0,0.0,1,0,1,1
First997,0.0,0.0,0.0,4,0,1,2
RushendraNuthi,0.0,0.0,0.0,3,0,1,1
PrinsSayja01,0.0,0.0,0.0,2,0,1,1
aaronvg,35.0,0.0,0.0,13,1,1,1
peli95,0.0,0.0,0.0,10,0,1,1
aliaamir-stack,2.0,2.0,0.0,2,0,1,1
TaylorsBar,1.0,0.0,0.0,1,18,1,3
MiaBorkoo,1.0,0.0,0.0,3,0,1,1
Yag2323,0.0,0.0,0.0,2,0,1,1
djsavvy,46.0,0.0,0.0,9,1,1,1
stanis-dev,0.0,0.0,0.0,6,1,1,1
kleosr,25.0,281.0,46.0,1,0,1,1
Ammarsameer12,0.0,0.0,0.0,1,0,1,1
laurentcodes,19.0,0.0,0.0,9,0,1,1
Aikun7777777,1.0,2.0,0.0,5,0,1,1
shinmentakezoo,2.0,0.0,2.0,4,6,1,3
2023F-mulbscs-059,0.0,1.0,0.0,2,4,1,2
dnd21052002,0.0,0.0,0.0,5,0,1,1
moodykhalif23,3.0,1.0,0.0,2,0,1,1
zerotouch-naveed,0.0,0.0,0.0,1,0,1,1
Chrisphyne,0.0,0.0,0.0,9,0,1,1
yuantongkang,46.0,0.0,0.0,10,0,1,1
LynnPoon,0.0,0.0,0.0,3,0,1,1
redeno,0.0,0.0,0.0,6,0,1,1
maulanasdqn,106.0,2.0,0.0,7,0,1,1
deerox999,0.0,1.0,0.0,6,0,1,1
SauravBhattarai19,6.0,0.0,0.0,3,0,1,1
juniorlebon12,0.0,0.0,0.0,1,0,1,1
BasilAgha,0.0,0.0,0.0,4,0,1,1
Chhimekilab,0.0,0.0,0.0,1,15,1,2
technophile21,1.0,0.0,0.0,10,0,1,1
PalmBeachPropertyBuyers,0.0,0.0,0.0,1,0,1,1
avii273,0.0,0.0,0.0,1,0,1,1
ashione,54.0,7.0,1.0,12,0,1,1
shaonirfan,1.0,0.0,0.0,8,0,1,1
SrinivasanNikhil,4.0,0.0,0.0,12,0,1,1
Human-GPT,0.0,0.0,0.0,1,0,1,1
Prisoe,3.0,0.0,0.0,7,0,1,1
coli-geonwoo,72.0,0.0,0.0,3,0,1,1
rkr3o,1.0,0.0,0.0,6,0,1,1
zahidcserana,3.0,0.0,0.0,11,0,1,1
saurabhk1624,9.0,0.0,0.0,3,0,1,1
L1ttleWizard,1.0,1.0,0.0,5,0,1,1
Powerck7788,0.0,0.0,0.0,4,0,1,1
